,source,target,total,count,source_num,target_num
3168,cerena/cmrp instituto superior ta©cnico universidade de lisboa,partex oil & gas,cerena/cmrp instituto superior ta©cnico universidade de lisboa partex oil & gas,8,783,768
1763,senergy ltd,talisman malaysia limited,senergy ltd talisman malaysia limited,8,146,499
1780,talisman malaysia limited,senergy ltd,talisman malaysia limited senergy ltd,8,499,146
3954,schlumberger,petrochina,schlumberger petrochina,8,293,902
3298,zadco,schlumberger middle east,zadco schlumberger middle east,8,91,461
3952,petrochina,schlumberger,petrochina schlumberger,8,902,293
5656,schlumberger moscow research,schlumberger reservoir laboratories,schlumberger moscow research schlumberger reservoir laboratories,8,891,67
3176,partex oil & gas,cerena/cmrp instituto superior ta©cnico universidade de lisboa,partex oil & gas cerena/cmrp instituto superior ta©cnico universidade de lisboa,8,768,783
5683,schlumberger reservoir laboratories,schlumberger moscow research,schlumberger reservoir laboratories schlumberger moscow research,8,67,891
1494,petroamazonas e&p,halliburton,petroamazonas e&p halliburton,8,9,635
942,university of british columbia,schlumberger,university of british columbia schlumberger,8,693,293
940,schlumberger,university of british columbia,schlumberger university of british columbia,8,293,693
6356,ge global research,ge globla research,ge global research ge globla research,8,193,560
6357,ge global research,ge transportation,ge global research ge transportation,8,193,162
6358,ge global research,ge globar research,ge global research ge globar research,8,193,401
6359,ge global research,ge oil & gas - subsea,ge global research ge oil & gas - subsea,8,193,400
6360,ge global research,ge oil & gas,ge global research ge oil & gas,8,193,662
3434,apache corporation,baker hughes,apache corporation baker hughes,8,868,455
3426,baker hughes,apache corporation,baker hughes apache corporation,8,455,868
1466,halliburton,petroamazonas e&p,halliburton petroamazonas e&p,8,635,9
6363,ge global research,exxonmobil,ge global research exxonmobil,8,193,387
4007,lr senergy,talisman malaysia ltd.,lr senergy talisman malaysia ltd.,8,621,59
6364,ge global research,rpsea,ge global research rpsea,8,193,575
1870,university of oklahoma,fei,university of oklahoma fei,8,596,730
6401,ge globla research,ge global research,ge globla research ge global research,8,560,193
5729,shell global solutions international,schlumberger reservoir laboratories,shell global solutions international schlumberger reservoir laboratories,8,704,67
6426,ge transportation,ge global research,ge transportation ge global research,8,162,193
6460,ge globar research,ge global research,ge globar research ge global research,8,401,193
6476,ge oil & gas - subsea,ge global research,ge oil & gas - subsea ge global research,8,400,193
6492,ge oil & gas,ge global research,ge oil & gas ge global research,8,662,193
4024,talisman malaysia ltd.,lr senergy,talisman malaysia ltd. lr senergy,8,59,621
5688,schlumberger reservoir laboratories,shell global solutions international,schlumberger reservoir laboratories shell global solutions international,8,67,704
1858,wpx energy,wpx energy co,wpx energy wpx energy co,8,34,924
5470,advantek international,advantek international; cairo university,advantek international advantek international; cairo university,8,148,286
1871,fei,university of oklahoma,fei university of oklahoma,8,730,596
5241,sensor developments as,norwegian geotechnical institute (ngi),sensor developments as norwegian geotechnical institute (ngi),8,434,159
4403,sintef petroleum research; norwegian university of science and technology,sintef petroleum research,sintef petroleum research; norwegian university of science and technology sintef petroleum research,8,706,773
187,colorado school of mines,ifp energies nouvelles,colorado school of mines ifp energies nouvelles,8,312,325
193,ifp energies nouvelles,colorado school of mines,ifp energies nouvelles colorado school of mines,8,325,312
4400,sintef petroleum research,sintef petroleum research; norwegian university of science and technology,sintef petroleum research sintef petroleum research; norwegian university of science and technology,8,773,706
3660,qatar petroleum,occidental petroleum of qatar ltd.,qatar petroleum occidental petroleum of qatar ltd.,8,13,189
5124,the university of texas at austin,sandia national laboratories,the university of texas at austin sandia national laboratories,8,24,169
3645,occidental petroleum of qatar ltd.,qatar petroleum,occidental petroleum of qatar ltd. qatar petroleum,8,189,13
7042,coffey consultoria ltda,vale,coffey consultoria ltda vale,8,544,522
7046,vale,coffey consultoria ltda,vale coffey consultoria ltda,8,522,544
2084,siue,und,siue und,8,364,124
2080,und,siue,und siue,8,124,364
5219,norwegian geotechnical institute (ngi),sensor developments as,norwegian geotechnical institute (ngi) sensor developments as,8,159,434
5128,sandia national laboratories,the university of texas at austin,sandia national laboratories the university of texas at austin,8,169,24
3286,schlumberger middle east,zadco,schlumberger middle east zadco,8,461,91
1898,schlumberger saudi arabia,schlumberger,schlumberger saudi arabia schlumberger,7,900,293
136,shell international exploration and production,shell development australia,shell international exploration and production shell development australia,7,279,381
4940,southern illinois university,prairie state generating co.,southern illinois university prairie state generating co.,7,466,114
546,wintershall holding gmbh germany,rwth aachen university,wintershall holding gmbh germany rwth aachen university,7,437,834
544,rwth aachen university,wintershall holding gmbh germany,rwth aachen university wintershall holding gmbh germany,7,834,437
1892,schlumberger,schlumberger saudi arabia,schlumberger schlumberger saudi arabia,7,293,900
4944,prairie state generating co.,southern illinois university,prairie state generating co. southern illinois university,7,114,466
139,shell development australia,shell international exploration and production,shell development australia shell international exploration and production,7,381,279
106,hess corporation,baker hughes,hess corporation baker hughes,7,367,455
90,baker hughes,hess corporation,baker hughes hess corporation,7,455,367
1454,spe,halliburton,spe halliburton,6,285,635
1344,schlumberger,stone energy corporation,schlumberger stone energy corporation,6,293,383
3038,king fahd university of petroleum & minerals,saudi aramco,king fahd university of petroleum & minerals saudi aramco,6,392,641
4610,norwegian university of science and technology,sintef petroleum research,norwegian university of science and technology sintef petroleum research,6,111,773
3032,saudi aramco,king fahd university of petroleum & minerals,saudi aramco king fahd university of petroleum & minerals,6,641,392
3227,schlumberger,km technology,schlumberger km technology,6,293,57
3739,schlumberger oilfield eastern lt,kuwait oil company,schlumberger oilfield eastern lt kuwait oil company,6,99,50
2996,geological survey of canada,university of calgary,geological survey of canada university of calgary,6,884,712
1286,ecopetrol,weatherford,ecopetrol weatherford,6,467,487
6884,harbin engineering university,china offshore oil engineering company. ltd.,harbin engineering university china offshore oil engineering company. ltd.,6,113,183
1292,weatherford,ecopetrol,weatherford ecopetrol,6,487,467
1457,halliburton,spe,halliburton spe,6,635,285
6906,zhejiang university,offshore oil engineering co. ltd.,zhejiang university offshore oil engineering co. ltd.,6,847,591
1353,stone energy corporation,schlumberger,stone energy corporation schlumberger,6,383,293
4817,schlumberger-doll research center,university of california,schlumberger-doll research center university of california,6,810,508
2990,university of calgary,geological survey of canada,university of calgary geological survey of canada,6,712,884
3876,airie program colorado state university usa,eni e&p san donato milanese italy,airie program colorado state university usa eni e&p san donato milanese italy,6,121,679
5048,the institute of mathematical science,sintef petroleum research,the institute of mathematical science sintef petroleum research,6,875,773
6912,offshore oil engineering co. ltd.,zhejiang university,offshore oil engineering co. ltd. zhejiang university,6,591,847
4796,tohoku univ.,japan petroleum exploration co. ltd.,tohoku univ. japan petroleum exploration co. ltd.,6,314,53
6886,china offshore oil engineering company. ltd.,harbin engineering university,china offshore oil engineering company. ltd. harbin engineering university,6,183,113
3731,schlumberger technical services inc,kuwait oil company,schlumberger technical services inc kuwait oil company,6,577,50
3714,kuwait oil company,schlumberger oilfield eastern lt,kuwait oil company schlumberger oilfield eastern lt,6,50,99
5042,sintef petroleum research,the institute of mathematical science,sintef petroleum research the institute of mathematical science,6,773,875
1884,king fahd university of petroleum and minerals,baker hughes inc,king fahd university of petroleum and minerals baker hughes inc,6,334,548
3199,lukoil nizhnevolzhskneft,schlumberger,lukoil nizhnevolzhskneft schlumberger,6,135,293
3223,schlumberger,lukoil nizhnevolzhskneft,schlumberger lukoil nizhnevolzhskneft,6,293,135
3704,schlumberger inc.,kuwait oil company,schlumberger inc. kuwait oil company,6,850,50
3712,kuwait oil company,schlumberger inc.,kuwait oil company schlumberger inc.,6,50,850
6976,instituto tecgraf,alis soluc oes em engenharia e sistemas,instituto tecgraf alis soluc oes em engenharia e sistemas,6,493,217
6210,shell,halliburton,shell halliburton,6,588,635
6182,halliburton,shell,halliburton shell,6,635,588
150,university of calgary,schlumberger,university of calgary schlumberger,6,712,293
4808,university of california,schlumberger-doll research center,university of california schlumberger-doll research center,6,508,810
1144,schlumberger,schlumberger ltd i 894,schlumberger schlumberger ltd i 894,6,293,303
1148,schlumberger ltd i 894,schlumberger,schlumberger ltd i 894 schlumberger,6,303,293
6147,halliburton malaysia,halliburton,halliburton malaysia halliburton,6,354,635
6142,halliburton,halliburton malaysia,halliburton halliburton malaysia,6,635,354
6140,halliburton,petronas carigali,halliburton petronas carigali,6,635,376
6128,petronas carigali,halliburton,petronas carigali halliburton,6,376,635
4123,schlumberger,arrow energy pty. ltd.,schlumberger arrow energy pty. ltd.,6,293,457
153,schlumberger,university of calgary,schlumberger university of calgary,6,293,712
3713,kuwait oil company,schlumberger technical services inc,kuwait oil company schlumberger technical services inc,6,50,577
4120,arrow energy pty. ltd.,schlumberger,arrow energy pty. ltd. schlumberger,6,457,293
6968,alis soluc oes em engenharia e sistemas,instituto tecgraf,alis soluc oes em engenharia e sistemas instituto tecgraf,6,217,493
4802,japan petroleum exploration co. ltd.,tohoku univ.,japan petroleum exploration co. ltd. tohoku univ.,6,53,314
1188,texas a&m university,knoc,texas a&m university knoc,6,297,779
1194,knoc,texas a&m university,knoc texas a&m university,6,779,297
4072,petronas,baker hughes,petronas baker hughes,6,362,455
4066,baker hughes,petronas,baker hughes petronas,6,455,362
224,university of adelaide,chevron corporation,university of adelaide chevron corporation,6,586,359
4608,sintef petroleum research,norwegian university of science and technology,sintef petroleum research norwegian university of science and technology,6,773,111
5418,urs corporation,us army corps of engineer,urs corporation us army corps of engineer,6,585,253
3788,eni operating us,m-i swaco a schlumberger company,eni operating us m-i swaco a schlumberger company,6,14,909
3256,km technology,schlumberger,km technology schlumberger,6,57,293
4634,kghm international ltd.,mine design engineering,kghm international ltd. mine design engineering,6,897,426
4628,mine design engineering,kghm international ltd.,mine design engineering kghm international ltd.,6,426,897
6570,university of western australia (and advanced geomechanics),advanced geomechanics,university of western australia (and advanced geomechanics) advanced geomechanics,6,80,832
6572,advanced geomechanics,university of western australia (and advanced geomechanics),advanced geomechanics university of western australia (and advanced geomechanics),6,832,80
7090,baker hughes,computational geomechanics group / gte,baker hughes computational geomechanics group / gte,6,455,888
5606,bg group plc.,fluminense federal university,bg group plc. fluminense federal university,6,238,489
5604,bg group plc.,national observatory,bg group plc. national observatory,6,238,817
1996,shell international exploration and production,shell exploration & production company,shell international exploration and production shell exploration & production company,6,279,478
5596,fluminense federal university,bg group plc.,fluminense federal university bg group plc.,6,489,238
6602,exxonmobil upstream research company,fmc technologies,exxonmobil upstream research company fmc technologies,6,769,300
6608,fmc technologies,exxonmobil upstream research company,fmc technologies exxonmobil upstream research company,6,300,769
5586,national observatory,bg group plc.,national observatory bg group plc.,6,817,238
7096,terralog technologies inc.,saudi aramco,terralog technologies inc. saudi aramco,6,539,641
3350,tarim oilfield petrochina,state key laboratory of petroleum resources and prospecting china university of petroleum beijing 102249 china,tarim oilfield petrochina state key laboratory of petroleum resources and prospecting china university of petroleum beijing 102249 china,6,657,801
5512,terratek,schlumberger innovation center,terratek schlumberger innovation center,6,778,819
5510,schlumberger innovation center,terratek,schlumberger innovation center terratek,6,819,778
3344,state key laboratory of petroleum resources and prospecting china university of petroleum beijing 102249 china,tarim oilfield petrochina,state key laboratory of petroleum resources and prospecting china university of petroleum beijing 102249 china tarim oilfield petrochina,6,801,657
1975,shell exploration & production company,shell international exploration and production,shell exploration & production company shell international exploration and production,6,478,279
1953,shell india markets pvt. ltd,petronas carigali sdn bhd,shell india markets pvt. ltd petronas carigali sdn bhd,6,226,517
5350,lawrence berkeley national laboratory,sites s.a.s.,lawrence berkeley national laboratory sites s.a.s.,6,694,494
1918,petronas carigali sdn bhd,shell india markets pvt. ltd,petronas carigali sdn bhd shell india markets pvt. ltd,6,517,226
5365,sites s.a.s.,lawrence berkeley national laboratory,sites s.a.s. lawrence berkeley national laboratory,6,494,694
3796,m-i swaco a schlumberger company,eni operating us,m-i swaco a schlumberger company eni operating us,6,909,14
218,chevron corporation,university of adelaide,chevron corporation university of adelaide,6,359,586
391,eni,schlumberger,eni schlumberger,6,651,293
612,m-i swaco a schlumberger company,schlumberger,m-i swaco a schlumberger company schlumberger,6,909,293
534,halliburton,saudi aramco,halliburton saudi aramco,6,635,641
3882,eni e&p san donato milanese italy,airie program colorado state university usa,eni e&p san donato milanese italy airie program colorado state university usa,6,679,121
4758,idaho national laboratory,colorado school of mines,idaho national laboratory colorado school of mines,6,943,312
528,saudi aramco,halliburton,saudi aramco halliburton,6,641,635
4752,colorado school of mines,idaho national laboratory,colorado school of mines idaho national laboratory,6,312,943
1878,baker hughes inc,king fahd university of petroleum and minerals,baker hughes inc king fahd university of petroleum and minerals,6,548,334
7084,computational geomechanics group / gte,baker hughes,computational geomechanics group / gte baker hughes,6,888,455
5176,ecole polytechnique,w. ludwig,ecole polytechnique w. ludwig,6,634,118
614,schlumberger,m-i swaco a schlumberger company,schlumberger m-i swaco a schlumberger company,6,293,909
5206,w. ludwig,ecole polytechnique,w. ludwig ecole polytechnique,6,118,634
5424,us army corps of engineer,urs corporation,us army corps of engineer urs corporation,6,253,585
7102,saudi aramco,terralog technologies inc.,saudi aramco terralog technologies inc.,6,641,539
388,schlumberger,eni,schlumberger eni,6,293,651
3466,saudi aramco,ingrain inc.,saudi aramco ingrain inc.,6,641,644
3472,ingrain inc.,saudi aramco,ingrain inc. saudi aramco,6,644,641
1139,anadarko petroleum corp,texas a&m university,anadarko petroleum corp texas a&m university,5,752,297
1056,metarock laboratory,marathon oil,metarock laboratory marathon oil,5,163,103
1079,rice university now cgg veritas,marathon oil,rice university now cgg veritas marathon oil,5,149,103
1028,marathon oil,rice university now cgg veritas,marathon oil rice university now cgg veritas,5,103,149
1025,marathon oil,metarock laboratory,marathon oil metarock laboratory,5,103,163
4619,ehime university,kyoto university,ehime university kyoto university,5,86,864
1134,texas a&m university,anadarko petroleum corp,texas a&m university anadarko petroleum corp,5,297,752
1688,university of louisiana - lafayette,university of louisiana at lafayette,university of louisiana - lafayette university of louisiana at lafayette,5,804,594
2161,epslog sa,baker hughes,epslog sa baker hughes,5,425,455
2156,baker hughes,epslog sa,baker hughes epslog sa,5,455,425
1224,universidad industrial de santander,ecopetrol,universidad industrial de santander ecopetrol,5,290,467
1686,university of louisiana at lafayette,university of louisiana - lafayette,university of louisiana at lafayette university of louisiana - lafayette,5,594,804
1395,ecopetrol,universidad nacional de colombia,ecopetrol universidad nacional de colombia,5,467,716
1390,universidad nacional de colombia,ecopetrol,universidad nacional de colombia ecopetrol,5,716,467
1380,spe,fei co.,spe fei co.,5,285,109
4625,kyoto university,ehime university,kyoto university ehime university,5,864,86
2065,the university of texas at austin,spe,the university of texas at austin spe,5,24,285
2062,spe,the university of texas at austin,spe the university of texas at austin,5,285,24
4647,new england research inc.,chevron energy technology company,new england research inc. chevron energy technology company,5,108,386
2022,bp,isp,bp isp,5,905,584
2027,isp,bp,isp bp,5,584,905
1220,ecopetrol,universidad industrial de santander,ecopetrol universidad industrial de santander,5,467,290
4642,chevron energy technology company,new england research inc.,chevron energy technology company new england research inc.,5,386,108
1385,fei co.,spe,fei co. spe,5,109,285
445,formerly with tnk-bp,ojsc rosneft oil company,formerly with tnk-bp ojsc rosneft oil company,5,377,775
4206,s2s systems international,weatherford,s2s systems international weatherford,5,122,487
6615,forum energy technologies,intecsea,forum energy technologies intecsea,5,742,150
6624,hess corporation;,forum energy technologies,hess corporation; forum energy technologies,5,727,742
6630,intecsea,forum energy technologies,intecsea forum energy technologies,5,150,742
732,range resources,schlumberger,range resources schlumberger,5,719,293
717,schlumberger,range resources,schlumberger range resources,5,293,719
716,schlumberger,encana,schlumberger encana,5,293,527
726,encana,schlumberger,encana schlumberger,5,527,293
420,ojsc rosneft oil company,formerly with tnk-bp,ojsc rosneft oil company formerly with tnk-bp,5,775,377
4422,colorado school of mines,the petroleum institute,colorado school of mines the petroleum institute,5,312,344
4427,the petroleum institute,colorado school of mines,the petroleum institute colorado school of mines,5,344,312
4200,ut austin,weatherford,ut austin weatherford,5,821,487
4191,weatherford,s2s systems international,weatherford s2s systems international,5,487,122
4190,weatherford,ut austin,weatherford ut austin,5,487,821
6614,forum energy technologies,hess corporation;,forum energy technologies hess corporation;,5,742,727
5432,itasca consulting group inc.,southern illinois university,itasca consulting group inc. southern illinois university,4,345,466
5430,southern illinois university,itasca consulting group inc.,southern illinois university itasca consulting group inc.,4,466,345
6688,university of minho,grenoble alpes university,university of minho grenoble alpes university,4,703,223
1839,trican well service ltd.,coral hill energy ltd.,trican well service ltd. coral hill energy ltd.,4,278,55
6692,grenoble alpes university,university of minho,grenoble alpes university university of minho,4,223,703
6696,north china electric power university,chinese academy of sciences,north china electric power university chinese academy of sciences,4,604,105
1848,coral hill energy ltd.,trican well service ltd.,coral hill energy ltd. trican well service ltd.,4,55,278
6700,chinese academy of sciences,north china electric power university,chinese academy of sciences north china electric power university,4,105,604
3862,adco producing co. inc.,schlumberger,adco producing co. inc. schlumberger,4,518,293
3866,schlumberger,adco producing co. inc.,schlumberger adco producing co. inc.,4,293,518
507,gm exploration & production armour energy,the university of adelaide,gm exploration & production armour energy the university of adelaide,4,797,674
3835,brunei shell petroleum sdn bhd,shell international e&p (rijswijk),brunei shell petroleum sdn bhd shell international e&p (rijswijk),4,224,870
459,halliburton,formerly with tnk-bp,halliburton formerly with tnk-bp,4,635,377
5316,sintef petroleum research,ntnu; sintef petroleum research,sintef petroleum research ntnu; sintef petroleum research,4,773,76
5317,sintef petroleum research,ntnu,sintef petroleum research ntnu,4,773,251
478,university of mons,halliburton,university of mons halliburton,4,16,635
5324,ntnu; sintef petroleum research,sintef petroleum research,ntnu; sintef petroleum research sintef petroleum research,4,76,773
5329,ntnu,sintef petroleum research,ntnu sintef petroleum research,4,251,773
3836,brunei shell petroleum sdn bhd,lee.lm.watts@pdo.co.om,brunei shell petroleum sdn bhd lee.lm.watts@pdo.co.om,4,224,748
482,halliburton,university of mons,halliburton university of mons,4,635,16
4296,chevron argentina,universidad de buenos aires,chevron argentina universidad de buenos aires,4,96,732
1020,schlumberger,mi-swaco a schlumberger company,schlumberger mi-swaco a schlumberger company,4,293,227
3844,lee.lm.watts@pdo.co.om,brunei shell petroleum sdn bhd,lee.lm.watts@pdo.co.om brunei shell petroleum sdn bhd,4,748,224
500,cbm e&p,halliburton,cbm e&p halliburton,4,75,635
504,the university of adelaide,gm exploration & production armour energy,the university of adelaide gm exploration & production armour energy,4,674,797
6678,university of vigo,universita degli studi di torino,university of vigo universita degli studi di torino,4,116,751
6682,universita degli studi di torino,university of vigo,universita degli studi di torino university of vigo,4,751,116
562,tecpetrol,schlumberger,tecpetrol schlumberger,4,615,293
5456,imperial college,eatec ltd.,imperial college eatec ltd.,4,275,331
1666,consultant inc.,apex engineering inc.,consultant inc. apex engineering inc.,4,460,36
5662,schlumberger moscow research,university of houston,schlumberger moscow research university of houston,4,891,505
5661,schlumberger moscow research,university of new south wales,schlumberger moscow research university of new south wales,4,891,128
